14,Fostina Mani,"A 400 bags Lorry of maize can earn you a profit of Ksh720,000(USD$3,718) in Kenya
Where?
https://t.co/DSI5SxOLkz
#wholesale #retail #prices #maizemarket #maizeprofit #womeninagribusiness #bettagrains #fostinamani #afcfta #agenda2063 #theafricawewant #theafricaiwant https://t.co/rAodVAf1LB",Thu Aug 29 10:00:02 +0000 2024,0,0
15,Reuters,Kenya has reinstated a small fuel subsidy in a reversal of government policy following public anger over the high cost of living. The aim is to stabilize retail fuel prices over the next 30 days https://t.co/30BZZEKHzh https://t.co/Vzp9LphFrB,Tue Aug 15 22:35:00 +0000 2023,11,35
16,NTV Kenya,"William Ruto: Kenya is spending KSh. 360B to import food and food items.

'Every Kenyan knows that the price of a 2kg packet of unga is now KSh. 230, up from KSh. 75 in 2018.'

#KenyaKwanzaManifestoLaunch #Maamuzi2022 https://t.co/aYgtxmo4N7",Thu Jun 30 16:38:39 +0000 2022,106,503
17,Kuria Chronicles,"In compliance with Section 101(y) of the Petroleum Act 2019 and Legal Notice No.192 of 2022, EPRA Kenya has determined the retail prices of petroleum products, effective from January 15, 2024, to February 14, 2024.
 G2G is working as seen in Fuel Price Drop https://t.co/QoCnMGOWQC",Sun Jan 14 17:29:30 +0000 2024,1,2
18,Kuria Chronicles,"The Fuel Price Drop demonstrates that G2G is working, as outlined in Section 101(y) of the Petroleum Act 2019 and Legal Notice No.192 of 2022, with EPRA Kenya setting new retail petroleum product prices from January 15, 2024, to February 14, 2024. https://t.co/xupHe8HY5a",Sun Jan 14 17:34:29 +0000 2024,2,3
19,Citizen TV Kenya,"Fuel Prices Drop:
 
EPRA reduces prices of petrol, diesel and kerosene 

Patrol to retail at Ksh 199.15 per litre in Nairobi

Diesel retails at Ksh 190.38 per litre, kerosene at Ksh 188.74 

#CitizenBriefs  @Wycliffeorandi https://t.co/JVWFk6gXum",Thu Mar 14 13:18:27 +0000 2024,7,32
20,NTV Kenya,"Petrol, diesel prices drop by Sh1, Sh1.20 and kerosene Sh1.30 in Epra review; to retail at Sh192.84, Sh179.18 and Sh168.76 per litre, respectively, in Nairobi. https://t.co/YkRkQRaIvj https://t.co/e7xgwSTlL1",Tue May 14 14:30:05 +0000 2024,75,287
21,Energy and Petroleum Regulatory Authority,Summary for the maximum retail prices of petroleum products for Nairobi: June - July Cycle. For more information click on&gt;&gt; https://t.co/mMD38xEjCj ^DC https://t.co/D3CGvKpRwE,Fri Jun 14 09:05:16 +0000 2024,17,38
22,Al Jazeera English,"Kenya has reinstated a small subsidy to stabilise retail fuel prices for the next 30 days, says energy regulator https://t.co/TvGBl4RGQl https://t.co/qLjob5eMue",Tue Aug 15 11:27:31 +0000 2023,155,394
23,Pauline Njoroge,Ata kama ni kukuwa slow scientist jameni! How is $1.435 (price in UG) cheaper than $1.167 (price in Kenya)? https://t.co/6SU9kBL9Ja,Thu Apr 07 07:35:09 +0000 2022,156,850
24,NTV Kenya,"Prices of petrol and diesel drop by Sh5, to retail at Sh207.36 and Sh196.47 per litre, respectively, in Nairobi; cost of kerosene reduces by Sh4.82, a litre to go for  Sh194.23, Epra says. https://t.co/N6cVIRbtpS",Sun Jan 14 17:05:58 +0000 2024,29,239
25,Citizen TV Kenya,"Petrol increases by Sh5.72 to retail at Sh217.36 per litre in Nairobi, diesel up by Sh4.48, kerosene up by Sh2.45 to retail at Sh205.06 in new EPRA monthly prices review. https://t.co/hP46ZPuTJt",Sat Oct 14 14:51:40 +0000 2023,28,175
26,Citizen TV Kenya,"Petrol and Diesel prices down by Sh5 each and Kerosene down by Sh4.82 to retail at Sh207.36, Sh196.47 and Sh194.23 respectively in Nairobi in latest EPRA price review https://t.co/oI1RrQtGLj",Sun Jan 14 18:49:07 +0000 2024,32,369
27,Janet Machuka,Maximum retail petroleum prices in Kenya for the period 15th September 2023 to 14th October ~ @EPRA_Ke https://t.co/XFgy2xRfQ7,Thu Sep 14 20:44:07 +0000 2023,9,17
28,Fortune,"EPRA review fuel prices in Kenya, effective 15th November to 14th December 2023.

Super Petrol prices remain unchanged will retail at Sh217.36

 Diesel and Kerosene decrease by Sh2.00 per litre;

Diesel will retail at Sh203.47

Kerosene will retail at Sh203.06 https://t.co/I6QCGoIure",Tue Nov 14 15:40:29 +0000 2023,1,6
29,Who Owns Africa?,"PRICE WATCH!

Here are the retail prices of Cooking oil at @naivas_kenya and @CarrefourKe 
https://t.co/8I70M3jEnZ https://t.co/7LKQJJJKx7",Fri Jan 06 12:27:42 +0000 2023,2,8
30,Instablog9ja,"Kenya has reinstated a small subsidy to stabilize retail fuel prices for the next 30 days in the country.

The development comes following public anger over the high cost of living. https://t.co/JUHjTAiqjW",Tue Aug 15 17:10:17 +0000 2023,11,112
31,Goddie,"Unga is now retailing at kshs 89, sugar at Kshs 120 per kg and cooking oil at kshs 200 per litre - Isaac Mwaura. https://t.co/JKXgXTEhkx",Mon Nov 11 18:29:51 +0000 2024,89,913
32,Motorist Association,"With the strong shilling at KES 130 to a Dollar, World Global Prices at their lowest, &amp;electric vehicles clinch, Kenya pump prices should retail at KES 140 per liter.
Today being the EPRA review day we expect nothing less than a drop of KES 50.
Anything short is highway robbery. https://t.co/zBgds1K1zv",Sun Apr 14 06:48:44 +0000 2024,21,34
33,Jumia Kenya,"Exciting news! 🌟 Decathlon is now on Jumia! 🎉 Dive into 40 years of excellence in sports retail, offering top-quality, sustainable gear at unbeatable prices. Let the games begin! 🏃‍♂️🚴 #Decathlon #Jumiakenya https://t.co/MExLAy9Bmr",Mon Feb 12 07:20:37 +0000 2024,1,4
34,Hot 96 FM Kenya,"Super Petrol prices down by Sh5.31 to retail at Sh193.84, Diesel drops by Sh10 to Sh180.38, and Kerosene falls by Sh18.68 to Sh170.06 per litre in Nairobi, in latest EPRA price review. https://t.co/9lnp1Cx6UF",Sun Apr 14 16:15:01 +0000 2024,0,17
35,Kenoodles Kenya,"The perfect companion for a football session! #kenoodles beef or chicken flavor available at affordable prices in retail shops near you!
#kenoodleschickenflavour
#kennodlesbeefflavour
#utamuniungawaelliots
#kenoodleskenya
#madeinkenya
#NikujaribuTu
#Waaah
#tuesdayvibe
#kenya https://t.co/TMUgeaC0GF",Tue Oct 17 20:26:24 +0000 2023,0,0
36,Hot 96 FM Kenya,"Relief for Kenyans after Super Petrol prices down by Sh7.21 to retail at Sh199.15, Diesel drops by Sh5.09 to Sh190.38 and Kerosene falls by Sh4.49 to Sh188.74 per litre in Nairobi, in latest EPRA price review https://t.co/0q78XvtuRy",Thu Mar 14 14:09:28 +0000 2024,2,13
37,Senator Kiprotich Arap Cherargei,"Unga @ 2Kgs 154/=
Ndovu @ 2kgs 179/=

Taifa Gas 6kg@ 850/=
13Kg @1500 / =

Sugar 2kgs @ 270/=

Bar soap @135/=

Milk 49/ 

The cost of living is steadily coming down for all Kenyans.  H.E Ruto has managed to stabilise the economy that was in ICU to HDU in2  full recovery https://t.co/SlHK3GRKaO",Mon Feb 27 14:05:44 +0000 2023,412,3421
38,RETRAK Kenya,"The growth of online platforms has changed the way retail works in Kenya, making it easier for customers to shop, offering more choices, and better prices. As more people shop online, how can traditional stores stay important in this changing market? #RetailSummit2025 #Ecommerce https://t.co/66GF2iL09q",Thu Sep 12 08:04:15 +0000 2024,1,2
39,Rufas Kamau ⚡,"In Kenya, the average price of goods and services for a typical household has gone up over 30% since Jan 2020. But somehow, the reported inflation today is 5.1% yoy. https://t.co/yaMJxht6AD",Sun Jun 09 13:03:01 +0000 2024,156,317
40,NTV Kenya,"Petrol, diesel prices drop by Sh3, Sh6.08 in Epra review; to retail at Sh189.84 and Sh173.10 per litre, respectively, in Nairobi. https://t.co/p5yJZcAYTU",Fri Jun 14 08:50:56 +0000 2024,7,119
41,Citizen TV Kenya,"Petrol increases by Sh16.96 to retail at Sh211.64 per litre in Nairobi, diesel up by Sh21.32, kerosene up by Sh33.13 to retail at Sh202.61 in new EPRA monthly prices review https://t.co/ZwIKI8efIN",Thu Sep 14 20:08:08 +0000 2023,97,444
42,Fintech Association of Kenya,"The year saw the launch of the country's first local smartphone assembly plant, the East Africa Device Assembly Kenya Limited (Eadak) factory, with the inaugural devices featuring 4G-enabled Neon 5 Smarta and Neon 6 Ultra, whose retail prices were pegged at Sh7,499 and Sh8,999. https://t.co/hsjUsPEuHi",Thu Dec 28 06:55:32 +0000 2023,0,0
43,Who Owns Africa?,"Here are the retail prices of Daawat rice at @naivas_kenya and @CarrefourKe 
https://t.co/8I70M3j6yr https://t.co/QAHWo9UgiE",Sat Jan 07 15:09:43 +0000 2023,1,9
44,Senator Ben Mogaka,"Maximum retail petroleum prices in kenya for the period 15th oct. 2024 to 14th Nov. 2024. Resultant maximum retail pump prices in Nairobi. 
#SuperPriceDrop
Cost of Living https://t.co/4aU2ofq9TV",Tue Oct 15 04:29:50 +0000 2024,14,12
45,NTV Kenya,"Petrol, diesel and kerosene prices drop by Sh8.18, Sh3.54 and Sh6.93 in Epra review; to retail at Sh180.66, Sh168.06 and Sh151.39 per litre respectively in Nairobi. https://t.co/pUBF9myQNe",Mon Oct 14 16:54:58 +0000 2024,11,111
46,NTV Kenya,"Cooked Edible Oils Prices:

A litre of cooking oil is still retailing at between KES 275 - 500, contrary to Trade CS Moses Kuria's claim that the commodity is now retailing at KES 218. 

#NTVTonight @Ben_Kitili @Martin_Mwangi05 https://t.co/3P8vXfujAR",Thu Jun 22 18:18:55 +0000 2023,116,261
47,Hot 96 FM Kenya,"Pump prices remain unchanged in latest EPRA monthly review; petrol, diesel &amp; kerosene to retail at Sh179.30, Sh162 &amp; Sh145.94 respectively in Nairobi. https://t.co/KIJY5E6Rfz",Fri Apr 14 15:56:20 +0000 2023,0,2
48,Citizen TV Kenya,"Relief for Kenyans after Super Petrol prices down by Sh7.21 to retail at Sh199.15, Diesel drops by Sh5.09 to Sh190.38 and Kerosene falls by Sh4.49 to Sh188.74 per litre in Nairobi, in latest EPRA price review https://t.co/rJZq92qxnr",Thu Mar 14 12:58:26 +0000 2024,22,145
49,Hot 96 FM Kenya,"Super petrol and kerosene decrease by Sh0.85 and Sh3.96 per litre to retail at Sh194.68 and Sh169.48 respectively, diesel remains unchanged at Sh179.67 in latest EPRA pump prices review. https://t.co/UGbuyozFtn",Sat Jul 15 05:59:28 +0000 2023,0,1
50,The Standard Digital,"Fuel prices drop in latest EPRA review: Petrol down by Sh8.81 to retail at Sh180.66, Diesel drops by Sh3.54 to Sh168.06 and Kerosene down by Sh6.93 to sell at Sh151.39 per litre in Nairobi. https://t.co/FfixCM7ojc",Mon Oct 14 16:35:12 +0000 2024,12,57
51,Nation Africa,"EPRA INCREASES price of super petrol by Sh5.72 per litre, diesel by Sh4.48 and kerosene by Sh2.45 to retail at Sh217.36, Sh205.47 and 205.06 respectively, in Nairobi.
https://t.co/M8D35OBxWl https://t.co/0xfH3ADX3C",Sat Oct 14 12:11:49 +0000 2023,108,324
52,Nobody I swear:,"As per a client survey we've been conducting, supermarkets have been increasing the prices of food and essential items by approx. Kshs.15 every 2 weeks even on commodities whose global prices have been declining then blind you with 'offers'.
The Kenyan 'inflation' is very sus 😒!",Sun Apr 23 19:51:29 +0000 2023,404,858
53,COOLKID,"EPRA Kenya has calculated the maximum retail prices of petroleum products, which will be in force from 𝟏𝟓𝐭𝐡 𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝟐𝟎𝟐𝟒 to 𝟏𝟒𝐭𝐡 𝐅𝐞𝐛𝐫𝐮𝐚𝐫𝐲 𝟐𝟎𝟐4.
G2G is working
Fuel Price Drop https://t.co/rChFY6hp5A",Sun Jan 14 17:19:00 +0000 2024,1,0
54,Kiss 100 Kenya,"Pain: Petrol increases by Sh16.96 to retail at Sh211.64 per litre in Nairobi, diesel up by Sh21.32, kerosene up by Sh33.13 to retail at Sh202.61 in new EPRA monthly prices review. #KissFmFeatures #ChitoAndKwambox https://t.co/KZO0izbvnY",Fri Sep 15 04:07:24 +0000 2023,2,13
55,Czar Toreto,"In accordance with Section 101(y) of the Petroleum Act 2019 and Legal Notice No.192 of 2022, EPRA Kenya has calculated the maximum retail prices of petroleum products, which will be in force from 𝟏𝟓𝐭𝐡 𝐉𝐚𝐧 𝟐𝟎𝟐𝟒 to 𝟏𝟒𝐭𝐡 𝐅𝐞𝐛 𝟐𝟎𝟐𝟒. G2G is working
Fuel Price Drop https://t.co/chBdt0GsFn",Sun Jan 14 17:24:22 +0000 2024,4,0
56,Mwango Capital,"A side effect of the G2G deal is that Uganda, which currently imports more than 90% of its fuel needs through the Mombasa port, wants to reduce reliance on Kenya.

Uganda seems unhappy with getting ""relatively costly products"" which resulted in high retail pump prices. https://t.co/ygnpZSkv8u",Wed Nov 01 06:50:11 +0000 2023,105,174
57,Hot 96 FM Kenya,"Petrol up by Sh3.40 to retail at Sh182.70 per litre, diesel up Sh6.40 to Sh168.40, kerosene up Shh15.19 to Sh161.13 in new pump prices by EPRA. https://t.co/X6j10MwvIi",Mon May 15 11:19:59 +0000 2023,3,0
58,COOLKID,"EPRA Kenya's latest review results in decreased maximum retail prices for Super Petrol, Diesel, and Kerosene from 15th Jan to 14th Feb 2024.
G2G is working
Fuel Price Drop https://t.co/tCvt28zJty",Sun Jan 14 17:48:37 +0000 2024,2,0
59,Citizen TV Kenya,"Relief At The Pump:

EPRA announces marginal reduction of fuel prices 

Super petrol to retail at Ksh 189.84 per litre 

Diesel to sell at Ksh 173.10 per litre

A litre of kerosene to retail at Ksh 163.05

#CitizenBriefs  @Wycliffeorandi https://t.co/xxThLxhEP3",Fri Jun 14 13:15:31 +0000 2024,1,8
60,U D A - Official Fans Page.,"Kenyans! A quick reminder...

UHURU: 6kg Gas was Kshs. 1500.
RUTO: 6kg Gas is Kshs. 1000. 

UHURU: 1L cooking oil was Kshs.400.
RUTO: 1L cooking oil is Kshs. 200.

UHURU: 2kg unga was Kshs. 230. 
RUTO: 2kg unga is Kshs. 97.

UHURU: 1kg sugar was Kshs. 250. 
RUTO: 1Kg sugar is https://t.co/XBhGLJxJsN",Wed Dec 04 05:44:44 +0000 2024,123,842
61,Citizen TV Kenya,"New subsidized fertilizer prices:

President Ruto releases new subsidized fertilizer prices

Ruto: Subsidized fertiliser will retail at ksh 2500 from ksh 3500

Ruto: We are providing farmers with customised fertilizer

#CitizenBriefs @lilian_muli https://t.co/OCupClHGHu",Wed Aug 02 13:07:55 +0000 2023,0,30
62,Citizen TV Kenya,"Ruto Slashes Fertilizer Prices:

President Ruto releases new subsidized fertilizer prices

Ruto: Fertiliser will retail at Ksh 2500 from Ksh 3500

Ruto: We’re providing farmers with customised fertilizer

#JKLive  @KoinangeJeff https://t.co/ZwO2kWFaCO",Wed Aug 02 18:16:16 +0000 2023,5,54
63,Rajoro Moses,"In accordance with Section 101(y) of the Petroleum Act 2019 and Legal Notice No.192 of 2022, EPRA Kenya has calculated the maximum retail prices of petroleum products, which will be in force from 𝟏𝟓𝐭𝐡 𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝟐𝟎𝟐𝟒 to 𝟏𝟒𝐭𝐡 𝐅𝐞𝐛𝐫𝐮𝐚𝐫𝐲 𝟐𝟎𝟐𝟒. https://t.co/O8ABtatSyo",Sun Jan 14 16:06:59 +0000 2024,0,1
64,@RadullLive,"MASHEMEJI DERBY 

Ticket prices will retail at KES 1000 for VIP and KES 300 for the terraces. 

They will be available at the gate and at Kenya Cinema from 8am on Sunday 

#MashemejiDerby
#RadullLive https://t.co/eVz5az42ME",Fri Jan 27 14:02:58 +0000 2023,1,5
65,Hot 96 FM Kenya,"Petrol increases by Sh5.72 to retail at Sh217.36 per litre in Nairobi, diesel up by Sh4.48, kerosene up by Sh2.45 to retail at Sh205.06 in new EPRA monthly prices review. https://t.co/bkoDzAXemM",Sat Oct 14 13:06:44 +0000 2023,0,2
66,Mohammed Hersi : Mr Optimist,"I abhor corruption but I equally abhor one side story.
NTV reporter a quick visit to @naivas_kenya @CarrefourKe.  @QuickmartKenya and even @jumuiaKenyaKE would have shown that indeed retail prices have dropped from a high in January 23 when dollar to Ksh was exchanging at even https://t.co/jov7KEWYMg",Sun Jun 18 08:48:45 +0000 2023,84,317
67,COOLKID,"EPRA Kenya's commitment to transparent pricing reflects in the reduced maximum retail prices for fuel. Super Petrol, Diesel, and Kerosene all see a decrease, offering consumers a pocket friendly start to the year.
G2G is working
Fuel Price Drop https://t.co/POZFJrCUNt",Sun Jan 14 18:05:29 +0000 2024,3,0
68,Kenyans.co.ke,Unga which used to be sold at Ksh250 is now being sold at Ksh100 - President Ruto https://t.co/8OFdbsNEnO,Thu Jun 13 08:55:52 +0000 2024,209,3535
69,khalif kairo,"Clothes are 3 times as expensive in Kenya than SA. Nmebuy sneaker ya Kes 2,500 huezi amini its that price.
in a Mr price shop. https://t.co/fzsfZ3aP59",Sun Jun 02 08:50:32 +0000 2024,102,1191
70,Citizen TV Kenya,"Super Petrol prices down by Sh5.31 to retail at Sh193.84, Diesel drops by Sh10 to Sh180.38, and Kerosene falls by Sh18.68 to Sh170.06 per litre in Nairobi, in latest EPRA price review https://t.co/xBwIJXKnMY",Sun Apr 14 14:59:41 +0000 2024,11,60
71,RMB - Rand Merchant Bank,"#Kenya has turned down a request by #Uganda to use its pipeline facilities to transport crude following the nationalisation of imports towards stabilising supply, bringing down retail prices, and ending its reliance on Kenya. #ThinkAfrica",Mon Nov 13 08:41:11 +0000 2023,0,1
72,NTV Kenya,"State plans to scrap taxes on cooking gas as prices rise again

Retail prices of cooking gas jumped by at least Sh260 for the 13-kilogramme cylinder

https://t.co/QhQu76kOHs https://t.co/4BfnZ9g5Fz",Tue Oct 10 06:01:24 +0000 2023,5,32
73,Ramah Nyang,"Kenya's annual inflation falls to 6.7%, according to the latest data from @KNBStats. Broad declines across various foods are doing the heavy lifting here. 

Given how retail fuel prices have been mis-managed though, it's arguable the energy index is out of sync. https://t.co/S8eA7LZSKt",Thu Aug 31 18:15:53 +0000 2023,4,12
74,Chemingoes,"New fuel prices in Kenya. Petrol to retail at KES 217.36, Diesel at KES 203.47, and Kerosene at KES 203.06. https://t.co/kl3zHy4Cg1",Tue Nov 14 16:34:48 +0000 2023,0,8
75,Pepeta,"TICKETS

Ticket prices for the upcoming #MashemejiDerby will retail at KES 1000 for VIP and KES 300 for the terraces (Russia).

Tickets will be available at the gate and at Kenya Cinema from 8am on the match day.

#Pepeta 
#FKFPL https://t.co/t0fQZi9YF2",Fri Jan 27 12:10:54 +0000 2023,3,8
76,MwanzoTV,"#KENYA: Fuel prices remain unchanged for the month of April; Petrol to retail at Ksh 179.30, Diesel at Ksh 162 and Kerosene at Ksh 145- EPRA https://t.co/9ZJogfgOQJ",Fri Apr 14 17:04:05 +0000 2023,2,11
77,nyorude,"Factors affecting retail prices in Kenya.
cc ⁦@wgkantai⁩

Data Source: ⁦@CBKKenya⁩ https://t.co/4aFJ6kZfZq",Fri Jan 19 17:48:44 +0000 2024,0,0
78,The Standard Digital,"BREAKING NEWS: EPRA fuel prices review: Petrol goes up by Sh5.72, diesel by Sh4.48 and Kerosene by Sh2.45 effective midnight; to retail at Sh217.36, Sh205.48 and Sh204.58 respectively in Nairobi. https://t.co/EQ6PIhWfp9",Sat Oct 14 12:32:04 +0000 2023,9,40
79,Citizen TV Kenya,"Super Petrol, Diesel and Kerosene prices down by Sh1 per litre each to retail at Sh206.36, Sh195.47 and Sh193.23 respectively in Nairobi in latest EPRA price review https://t.co/TfFOAzBNbp",Wed Feb 14 21:29:58 +0000 2024,8,33
80,Mac Otani 🇰🇪,"Retail prices of the Phantom X2 and Phantom X2 Pro in Kenya. 

#PhantomX2inKE https://t.co/KH7hBXduqY",Tue Jan 17 18:31:08 +0000 2023,0,1
81,Citizen TV Kenya,"Fuel Price Sting Kenyans:
 
EPRA announces Ksh15.19 hike in kerosene prices

Diesel rises by Ksh 6.40 to retail at Ksh 168.40

Petrol rises by Ksh 3.40 to Ksh 182.70 per litre

Subsidy on diesel and kerosene was removed 

#MondayReport @TrevorOmbija https://t.co/QVbRWpj2RB",Mon May 15 18:07:22 +0000 2023,2,18
82,Citizen TV Kenya,"Govt Defies Court Order:

EPRA continues to defy court order over fuel prices

Fuel prices retail at Ksh 195.53 for the second day

Kenyans express anger over government’s impunity

President Ruto continues to defend the illegality

Ruto: New taxes are for better economy https://t.co/ntASaxaCBz",Sun Jul 02 18:17:28 +0000 2023,15,33
83,Citizen TV Kenya,"Super petrol and kerosene decrease by Sh0.85 and Sh3.96 per litre to retail at Sh194.68 and Sh169.48 respectively, diesel remains unchanged at Sh179.67 in latest EPRA pump prices review https://t.co/YIxR9Jg5Zi",Sat Jul 15 04:24:34 +0000 2023,31,179
84,Manzi Bakuramutsa,"Retail sugar prices in Tanzania have gone up twofold from an average of Tsh2,300 ($0.91) in November to between Tsh4,000 ($1.58) and Tsh6,000 ($2.37) per kilogramme. Across the EAC, sugar prices average about $1.30 per kilo in Kenya; $1.35 in Uganda, $0.44 in Rwanda, $0.83 in https://t.co/a0QhlaU5pD",Mon Feb 05 10:08:09 +0000 2024,2,6
85,H²O,"The Price Control (Essential Goods) (Amendment) Bill, 2024, proposed by Khwisero MP Christopher Aseka, seeks to give the Treasury Cabinet Secretary the power to set maximum retail and wholesale prices for essential goods in Kenya.",Sun Aug 11 18:47:51 +0000 2024,13,40
86,Citizen TV Kenya,"Petrol up by Sh3.40 to retail at Sh182.70 per litre, diesel up Sh6.40 to Sh168.40, kerosene up Shh15.19 to Sh161.13 in new pump prices by EPRA. https://t.co/QLEinpkMYy",Mon May 15 04:21:40 +0000 2023,4,61
87,Sen. Methu Muhia,"This same product was retailing at 230 shillings when William Samoei Ruto assumed office. It's an indicator that the cost of living will come down.

#KabaMethu https://t.co/z29CmVIXhw",Thu Nov 23 12:29:38 +0000 2023,127,1496
88,Nation Africa,"PETROL, DIESEL price drops by Sh5, Sh2 and kerosene Sh4.01 in Epra monthly review; to retail at Sh212.36, Sh201.47 and Sh199.05 per litre respectively in Nairobi.
https://t.co/rb0GkEKhof https://t.co/bA2D2Jngqr",Thu Dec 14 14:49:30 +0000 2023,10,39
89,Wahinya🇰🇪,"@SamsungMobileKE If you’re looking to get yourself a Samsung S24 Series in Kenya; the recommended Retail prices are; Galaxy S24 8+256GB will go for Ksh174,999; the Galaxy S24+ 12+256GB variant will go for Ksh189,999 and the 12+512GB variant will go for Ksh234,999.

#SamsungUnpacked https://t.co/bn48yE7xcG",Thu Jan 18 11:24:16 +0000 2024,3,3
90,"Khendo FM, Kenya","EPRA in shock hike of fuel prices as Super Petrol, Diesel and Kerosene to retail at Sh211.64, Sh200.99 and Sh202.61 respectively in Nairobi effective immediately and for a period of next 30 days #KhendoNews #KhendoSports #KhendoLifestyle https://t.co/2oEwWK1dsx",Thu Sep 14 21:01:42 +0000 2023,3,2
91,FW AFRICA,"Depleted savings, high food prices forecasted to impact retail business growth in 2024 https://t.co/O6FRAx3VSg 

#kenya #foodprices #retail #growth #economy #financials #foodindustry #foodindustrynews #foodbusiness #foodbusinessafrica",Wed Nov 08 05:17:05 +0000 2023,0,1
92,The Kenya We Want,"Fuel Prices.

With effect from midnight for the next 30 days, Super Petrol, Diesel, and Kerosene in Nairobi will now retail for Ksh189.84, Ksh173.10, and Ksh163.05, respectively.

 #Fuelpricesdown https://t.co/E8vHxm3lLh",Fri Jun 14 13:05:59 +0000 2024,2,3
93,Pulse Kenya,"EPRA reduces maximum retail prices for petroleum products in Kenya
#PulseBusiness
https://t.co/oYhwYJ6IAG",Fri Jun 14 09:42:47 +0000 2024,0,0
94,Citizen TV Kenya,"Petrol to cost Ksh 179.30 up from Ksh 159.12, an increase of Ksh 20 per litre. Meanwhile, diesel will cost Ksh 165 up from Ksh 140 while kerosene will retail at Ksh 147.94 in contrast to Ksh 127.94 previously https://t.co/9Ct659lwhJ",Wed Sep 14 21:02:16 +0000 2022,333,1976
